crew_id,leg_id,rank,start,finish,airport,pairing
RGQCUFJE,10005351,ST,2008-03-01T06:15,2008-03-01T08:20,NTE,830250430
VSHIMZDR,10005831,CP,2008-03-01T04:10,2008-03-01T06:20,BOD,216794175
VSHIMZDR,10005686,CP,2008-03-01T06:50,2008-03-01T08:00,ORY,216794175
VSHIMZDR,10005693,CP,2008-03-01T08:40,2008-03-01T10:45,TLS,216794175
XZBGDFNF,10005831,FO,2008-03-01T04:10,2008-03-01T06:20,BOD,216794175
XZBGDFNF,10005686,FO,2008-03-01T06:50,2008-03-01T08:00,ORY,216794175
XZBGDFNF,10005693,FO,2008-03-01T08:40,2008-03-01T10:45,TLS,216794175
VYXBSZVB,10005831,CSD,2008-03-01T04:10,2008-03-01T06:20,BOD,216794175
VYXBSZVB,10005686,CSD,2008-03-01T06:50,2008-03-01T08:00,ORY,216794175
VYXBSZVB,10005693,CSD,2008-03-01T08:40,2008-03-01T10:45,TLS,216794175
QWNVMFHV,10005831,CSD,2008-03-01T04:10,2008-03-01T06:20,BOD,216794175
QWNVMFHV,10005686,CSD,2008-03-01T06:50,2008-03-01T08:00,ORY,216794175
QWNVMFHV,10005693,CSD,2008-03-01T08:40,2008-03-01T10:45,TLS,216794175
DLOXWVCT,10005831,ST,2008-03-01T04:10,2008-03-01T06:20,BOD,216794175
DLOXWVCT,10005686,ST,2008-03-01T06:50,2008-03-01T08:00,ORY,216794175
DLOXWVCT,10005693,ST,2008-03-01T08:40,2008-03-01T10:45,TLS,216794175
HQIFFZRU,10005831,ST,2008-03-01T04:10,2008-03-01T06:20,BOD,216794175
HQIFFZRU,10005686,ST,2008-03-01T06:50,2008-03-01T08:00,ORY,216794175
HQIFFZRU,10005693,ST,2008-03-01T08:40,2008-03-01T10:45,TLS,216794175
LVGFQUAK,10005831,ST,2008-03-01T04:10,2008-03-01T06:20,BOD,216794175
LVGFQUAK,10005686,ST,2008-03-01T06:50,2008-03-01T08:00,ORY,216794175
LVGFQUAK,10005693,ST,2008-03-01T08:40,2008-03-01T10:45,TLS,216794175
VQBORCPO,10005831,ST,2008-03-01T04:10,2008-03-01T06:20,BOD,216794175
VQBORCPO,10005686,ST,2008-03-01T06:50,2008-03-01T08:00,ORY,216794175
VQBORCPO,10005693,ST,2008-03-01T08:40,2008-03-01T10:45,TLS,216794175
GGZEIYOA,10005831,ST,2008-03-01T04:10,2008-03-01T06:20,BOD,216794175
GGZEIYOA,10005686,ST,2008-03-01T06:50,2008-03-01T08:00,ORY,216794175
GGZEIYOA,10005693,ST,2008-03-01T08:40,2008-03-01T10:45,TLS,216794175
QPLOWSCB,10005831,ST,2008-03-01T04:10,2008-03-01T06:20,BOD,216794175
QPLOWSCB,10005686,ST,2008-03-01T06:50,2008-03-01T08:00,ORY,216794175
QPLOWSCB,10005693,ST,2008-03-01T08:40,2008-03-01T10:45,TLS,216794175
MJOFJSBV,10006881,CP,2008-03-01T04:10,2008-03-01T06:10,SXB,144655230
MJOFJSBV,10005586,CP,2008-03-01T06:35,2008-03-01T07:50,ORY,144655230
MJOFJSBV,10005173,CP,2008-03-01T09:35,2008-03-01T11:15,MRS,144655230
UPBUTQHN,10006881,FO,2008-03-01T04:10,2008-03-01T06:10,SXB,144655230
UPBUTQHN,10005586,FO,2008-03-01T06:35,2008-03-01T07:50,ORY,144655230
UPBUTQHN,10005173,FO,2008-03-01T09:35,2008-03-01T11:15,MRS,144655230
MSCWOKBQ,10006881,CSD,2008-03-01T04:10,2008-03-01T06:10,SXB,144655230
MSCWOKBQ,10005586,CSD,2008-03-01T06:35,2008-03-01T07:50,ORY,144655230
MSCWOKBQ,10005173,CSD,2008-03-01T09:35,2008-03-01T11:15,MRS,144655230
IMOBFWLT,10006881,ST,2008-03-01T04:10,2008-03-01T06:10,SXB,144655230
IMOBFWLT,10005586,ST,2008-03-01T06:35,2008-03-01T07:50,ORY,144655230
IMOBFWLT,10005173,ST,2008-03-01T09:35,2008-03-01T11:15,MRS,144655230
YPYPPBYU,10006881,ST,2008-03-01T04:10,2008-03-01T06:10,SXB,144655230
YPYPPBYU,10005586,ST,2008-03-01T06:35,2008-03-01T07:50,ORY,144655230
YPYPPBYU,10005173,ST,2008-03-01T09:35,2008-03-01T11:15,MRS,144655230
DHCWJMSU,10005681,CP,2008-03-01T04:10,2008-03-01T06:30,TLS,1968390471
DHCWJMSU,10005588,CP,2008-03-01T07:05,2008-03-01T09:05,ORY,1968390471
QTUIQFMZ,10005681,FO,2008-03-01T04:10,2008-03-01T06:30,TLS,1968390471
QTUIQFMZ,10005588,FO,2008-03-01T07:05,2008-03-01T09:05,ORY,1968390471
UNTBRVDA,10005681,CSD,2008-03-01T04:10,2008-03-01T06:30,TLS,1968390471
UNTBRVDA,10005588,CSD,2008-03-01T07:05,2008-03-01T09:05,ORY,1968390471
QUBSFAIQ,10005681,CSD,2008-03-01T04:10,2008-03-01T06:30,TLS,1968390471
QUBSFAIQ,10005588,CSD,2008-03-01T07:05,2008-03-01T09:05,ORY,1968390471
BDPLSNKT,10005681,ST,2008-03-01T04:10,2008-03-01T06:30,TLS,1968390471
BDPLSNKT,10005588,ST,2008-03-01T07:05,2008-03-01T09:05,ORY,1968390471
NMYBZZQT,10005681,ST,2008-03-01T04:10,2008-03-01T06:30,TLS,1968390471
NMYBZZQT,10005588,ST,2008-03-01T07:05,2008-03-01T09:05,ORY,1968390471
BZJJFCYU,10005681,ST,2008-03-01T04:10,2008-03-01T06:30,TLS,1968390471
BZJJFCYU,10005588,ST,2008-03-01T07:05,2008-03-01T09:05,ORY,1968390471
QMAPEZUJ,10005681,ST,2008-03-01T04:10,2008-03-01T06:30,TLS,1968390471
QMAPEZUJ,10005588,ST,2008-03-01T07:05,2008-03-01T09:05,ORY,1968390471
DGMKENVN,10005681,ST,2008-03-01T04:10,2008-03-01T06:30,TLS,1968390471
DGMKENVN,10005588,ST,2008-03-01T07:05,2008-03-01T09:05,ORY,1968390471
QPPGXQLZ,10005681,ST,2008-03-01T04:10,2008-03-01T06:30,TLS,1968390471
QPPGXQLZ,10005588,ST,2008-03-01T07:05,2008-03-01T09:05,ORY,1968390471
QZAXDEFZ,10009503,CP,2008-03-01T04:15,2008-03-01T07:15,CTA,13374071
QZAXDEFZ,10009502,CP,2008-03-01T08:50,2008-03-01T11:30,MXP,13374071
HDFZJKRX,10009503,FO,2008-03-01T04:15,2008-03-01T07:15,CTA,13374071
HDFZJKRX,10009502,FO,2008-03-01T08:50,2008-03-01T11:30,MXP,13374071
KMDRAIUF,10009503,CSD,2008-03-01T04:15,2008-03-01T07:15,CTA,13374071
KMDRAIUF,10009502,CSD,2008-03-01T08:50,2008-03-01T11:30,MXP,13374071
WVHMSBEP,10009503,CSD,2008-03-01T04:15,2008-03-01T07:15,CTA,13374071
WVHMSBEP,10009502,CSD,2008-03-01T08:50,2008-03-01T11:30,MXP,13374071
ETNLDKEC,10009503,ST,2008-03-01T04:15,2008-03-01T07:15,CTA,13374071
ETNLDKEC,10009502,ST,2008-03-01T08:50,2008-03-01T11:30,MXP,13374071
AEHCJPKJ,10009503,ST,2008-03-01T04:15,2008-03-01T07:15,CTA,13374071
AEHCJPKJ,10009502,ST,2008-03-01T08:50,2008-03-01T11:30,MXP,13374071
RSCYRRBK,10009503,ST,2008-03-01T04:15,2008-03-01T07:15,CTA,13374071
RSCYRRBK,10009502,ST,2008-03-01T08:50,2008-03-01T11:30,MXP,13374071
WXMNSHLP,10009503,ST,2008-03-01T04:15,2008-03-01T07:15,CTA,13374071
WXMNSHLP,10009502,ST,2008-03-01T08:50,2008-03-01T11:30,MXP,13374071
IZVYVIDR,10009503,ST,2008-03-01T04:15,2008-03-01T07:15,CTA,13374071
IZVYVIDR,10009502,ST,2008-03-01T08:50,2008-03-01T11:30,MXP,13374071
EYUMVKRI,10009503,ST,2008-03-01T04:15,2008-03-01T07:15,CTA,13374071
EYUMVKRI,10009502,ST,2008-03-01T08:50,2008-03-01T11:30,MXP,13374071
KEFYFNLP,10009547,CP,2008-03-01T04:15,2008-03-01T07:00,PMO,480544626
KEFYFNLP,10009341,CP,2008-03-01T08:50,2008-03-01T10:05,MXP,480544626
KEFYFNLP,10009342,CP,2008-03-01T10:40,2008-03-01T12:40,LYS,480544626
TTPDMKFP,10009547,FO,2008-03-01T04:15,2008-03-01T07:00,PMO,480544626
TTPDMKFP,10009341,FO,2008-03-01T08:50,2008-03-01T10:05,MXP,480544626
TTPDMKFP,10009342,FO,2008-03-01T10:40,2008-03-01T12:40,LYS,480544626
LPSRVIXT,10009547,CSD,2008-03-01T04:15,2008-03-01T07:00,PMO,480544626
LPSRVIXT,10009341,CSD,2008-03-01T08:50,2008-03-01T10:05,MXP,480544626
LPSRVIXT,10009342,CSD,2008-03-01T10:40,2008-03-01T12:40,LYS,480544626
VBQNEOCI,10009547,CSD,2008-03-01T04:15,2008-03-01T07:00,PMO,480544626
VBQNEOCI,10009341,CSD,2008-03-01T08:50,2008-03-01T10:05,MXP,480544626
VBQNEOCI,10009342,CSD,2008-03-01T10:40,2008-03-01T12:40,LYS,480544626
KYTSCTMF,10009547,ST,2008-03-01T04:15,2008-03-01T07:00,PMO,480544626
KYTSCTMF,10009341,ST,2008-03-01T08:50,2008-03-01T10:05,MXP,480544626
KYTSCTMF,10009342,ST,2008-03-01T10:40,2008-03-01T12:40,LYS,480544626
DJRTKJMO,10009547,ST,2008-03-01T04:15,2008-03-01T07:00,PMO,480544626
DJRTKJMO,10009341,ST,2008-03-01T08:50,2008-03-01T10:05,MXP,480544626
DJRTKJMO,10009342,ST,2008-03-01T10:40,2008-03-01T12:40,LYS,480544626
TXKKGGCQ,10009547,ST,2008-03-01T04:15,2008-03-01T07:00,PMO,480544626
TXKKGGCQ,10009341,ST,2008-03-01T08:50,2008-03-01T10:05,MXP,480544626
TXKKGGCQ,10009342,ST,2008-03-01T10:40,2008-03-01T12:40,LYS,480544626
DGMSTSOQ,10009547,ST,2008-03-01T04:15,2008-03-01T07:00,PMO,480544626
DGMSTSOQ,10009341,ST,2008-03-01T08:50,2008-03-01T10:05,MXP,480544626
DGMSTSOQ,10009342,ST,2008-03-01T10:40,2008-03-01T12:40,LYS,480544626
ADEVNGXY,10009547,ST,2008-03-01T04:15,2008-03-01T07:00,PMO,480544626
ADEVNGXY,10009341,ST,2008-03-01T08:50,2008-03-01T10:05,MXP,480544626
ADEVNGXY,10009342,ST,2008-03-01T10:40,2008-03-01T12:40,LYS,480544626
TJUMKUBE,10009547,ST,2008-03-01T04:15,2008-03-01T07:00,PMO,480544626
TJUMKUBE,10009341,ST,2008-03-01T08:50,2008-03-01T10:05,MXP,480544626
TJUMKUBE,10009342,ST,2008-03-01T10:40,2008-03-01T12:40,LYS,480544626
BIJINEUK,10005732,CP,2008-03-01T04:20,2008-03-01T06:30,ORY,1537058796
BIJINEUK,10005733,CP,2008-03-01T07:10,2008-03-01T08:30,TLS,1537058796
BIJINEUK,10005788,CP,2008-03-01T09:30,2008-03-01T10:50,ORY,1537058796
BIJINEUK,10005793,CP,2008-03-01T11:35,2008-03-01T13:45,NCE,1537058796
RYOVKJFE,10005732,FO,2008-03-01T04:20,2008-03-01T06:30,ORY,1537058796
RYOVKJFE,10005733,FO,2008-03-01T07:10,2008-03-01T08:30,TLS,1537058796
RYOVKJFE,10005788,FO,2008-03-01T09:30,2008-03-01T10:50,ORY,1537058796
RYOVKJFE,10005793,FO,2008-03-01T11:35,2008-03-01T13:45,NCE,1537058796
YBMKVBUU,10005732,CSD,2008-03-01T04:20,2008-03-01T06:30,ORY,1537058796
YBMKVBUU,10005733,CSD,2008-03-01T07:10,2008-03-01T08:30,TLS,1537058796
YBMKVBUU,10005788,CSD,2008-03-01T09:30,2008-03-01T10:50,ORY,1537058796
YBMKVBUU,10005793,CSD,2008-03-01T11:35,2008-03-01T13:45,NCE,1537058796
SDKJOMOH,10005732,CSD,2008-03-01T04:20,2008-03-01T06:30,ORY,1537058796
SDKJOMOH,10005733,CSD,2008-03-01T07:10,2008-03-01T08:30,TLS,1537058796
SDKJOMOH,10005788,CSD,2008-03-01T09:30,2008-03-01T10:50,ORY,1537058796
SDKJOMOH,10005793,CSD,2008-03-01T11:35,2008-03-01T13:45,NCE,1537058796
RQSLTMGA,10005732,ST,2008-03-01T04:20,2008-03-01T06:30,ORY,1537058796
RQSLTMGA,10005733,ST,2008-03-01T07:10,2008-03-01T08:30,TLS,1537058796
RQSLTMGA,10005788,ST,2008-03-01T09:30,2008-03-01T10:50,ORY,1537058796
RQSLTMGA,10005793,ST,2008-03-01T11:35,2008-03-01T13:45,NCE,1537058796
IRRCMJBM,10005732,ST,2008-03-01T04:20,2008-03-01T06:30,ORY,1537058796
IRRCMJBM,10005733,ST,2008-03-01T07:10,2008-03-01T08:30,TLS,1537058796
IRRCMJBM,10005788,ST,2008-03-01T09:30,2008-03-01T10:50,ORY,1537058796
IRRCMJBM,10005793,ST,2008-03-01T11:35,2008-03-01T13:45,NCE,1537058796
TKEQYMCC,10005732,ST,2008-03-01T04:20,2008-03-01T06:30,ORY,1537058796
TKEQYMCC,10005733,ST,2008-03-01T07:10,2008-03-01T08:30,TLS,1537058796
TKEQYMCC,10005788,ST,2008-03-01T09:30,2008-03-01T10:50,ORY,1537058796
TKEQYMCC,10005793,ST,2008-03-01T11:35,2008-03-01T13:45,NCE,1537058796
WHXYMWFL,10005732,ST,2008-03-01T04:20,2008-03-01T06:30,ORY,1537058796
WHXYMWFL,10005733,ST,2008-03-01T07:10,2008-03-01T08:30,TLS,1537058796
WHXYMWFL,10005788,ST,2008-03-01T09:30,2008-03-01T10:50,ORY,1537058796
WHXYMWFL,10005793,ST,2008-03-01T11:35,2008-03-01T13:45,NCE,1537058796
GBCDGTTR,10005732,ST,2008-03-01T04:20,2008-03-01T06:30,ORY,1537058796
GBCDGTTR,10005733,ST,2008-03-01T07:10,2008-03-01T08:30,TLS,1537058796
GBCDGTTR,10005788,ST,2008-03-01T09:30,2008-03-01T10:50,ORY,1537058796
GBCDGTTR,10005793,ST,2008-03-01T11:35,2008-03-01T13:45,NCE,1537058796
NHHGNWWQ,10005732,ST,2008-03-01T04:20,2008-03-01T06:30,ORY,1537058796
NHHGNWWQ,10005733,ST,2008-03-01T07:10,2008-03-01T08:30,TLS,1537058796
NHHGNWWQ,10005788,ST,2008-03-01T09:30,2008-03-01T10:50,ORY,1537058796
NHHGNWWQ,10005793,ST,2008-03-01T11:35,2008-03-01T13:45,NCE,1537058796
MIKQFATP,10007850,CP,2008-03-01T04:20,2008-03-01T07:45,NCE,908099452
MIKQFATP,1000821,CP,2008-03-01T08:30,2008-03-01T09:45,AMS,908099452
MIKQFATP,10001220,CP,2008-03-01T10:35,2008-03-01T12:40,CDG,908099452
BLNFUDOV,10007850,FO,2008-03-01T04:20,2008-03-01T07:45,NCE,908099452
BLNFUDOV,1000821,FO,2008-03-01T08:30,2008-03-01T09:45,AMS,908099452
BLNFUDOV,10001220,FO,2008-03-01T10:35,2008-03-01T12:40,CDG,908099452
REIKHKLD,10007850,CS,2008-03-01T04:20,2008-03-01T07:45,NCE,908099452
REIKHKLD,1000821,CS,2008-03-01T08:30,2008-03-01T09:45,AMS,908099452
REIKHKLD,10001220,CS,2008-03-01T10:35,2008-03-01T12:40,CDG,908099452
NMPIDUJE,10007850,ST,2008-03-01T04:20,2008-03-01T07:45,NCE,908099452
NMPIDUJE,1000821,ST,2008-03-01T08:30,2008-03-01T09:45,AMS,908099452
NMPIDUJE,10001220,ST,2008-03-01T10:35,2008-03-01T12:40,CDG,908099452
IJNQSIXU,10007850,ST,2008-03-01T04:20,2008-03-01T07:45,NCE,908099452
IJNQSIXU,1000821,ST,2008-03-01T08:30,2008-03-01T09:45,AMS,908099452
IJNQSIXU,10001220,ST,2008-03-01T10:35,2008-03-01T12:40,CDG,908099452
UFRZIMMY,10007850,ST,2008-03-01T04:20,2008-03-01T07:45,NCE,908099452
UFRZIMMY,1000821,ST,2008-03-01T08:30,2008-03-01T09:45,AMS,908099452
UFRZIMMY,10001220,ST,2008-03-01T10:35,2008-03-01T12:40,CDG,908099452
UUJEVTYB,10005476,CP,2008-03-01T04:20,2008-03-01T07:00,MAD,1262090241
UUJEVTYB,10005481,CP,2008-03-01T08:00,2008-03-01T10:25,LYS,1262090241
VMKOBPHF,10005476,FO,2008-03-01T04:20,2008-03-01T07:00,MAD,1262090241
VMKOBPHF,10005481,FO,2008-03-01T08:00,2008-03-01T10:25,LYS,1262090241
MDPBEKDH,10005476,CSD,2008-03-01T04:20,2008-03-01T07:00,MAD,1262090241
MDPBEKDH,10005481,CSD,2008-03-01T08:00,2008-03-01T10:25,LYS,1262090241
EIYYEKRR,10005476,CSD,2008-03-01T04:20,2008-03-01T07:00,MAD,1262090241
EIYYEKRR,10005481,CSD,2008-03-01T08:00,2008-03-01T10:25,LYS,1262090241
EBRZOYUS,10005476,ST,2008-03-01T04:20,2008-03-01T07:00,MAD,1262090241
EBRZOYUS,10005481,ST,2008-03-01T08:00,2008-03-01T10:25,LYS,1262090241
WSDNLAZC,10005476,ST,2008-03-01T04:20,2008-03-01T07:00,MAD,1262090241
WSDNLAZC,10005481,ST,2008-03-01T08:00,2008-03-01T10:25,LYS,1262090241
VZDSUPNJ,10005476,ST,2008-03-01T04:20,2008-03-01T07:00,MAD,1262090241
VZDSUPNJ,10005481,ST,2008-03-01T08:00,2008-03-01T10:25,LYS,1262090241
KOFWQWGW,10005476,ST,2008-03-01T04:20,2008-03-01T07:00,MAD,1262090241
KOFWQWGW,10005481,ST,2008-03-01T08:00,2008-03-01T10:25,LYS,1262090241
KYCZUBVO,10005476,ST,2008-03-01T04:20,2008-03-01T07:00,MAD,1262090241
KYCZUBVO,10005481,ST,2008-03-01T08:00,2008-03-01T10:25,LYS,1262090241
PPGWLNJJ,10005476,ST,2008-03-01T04:20,2008-03-01T07:00,MAD,1262090241
PPGWLNJJ,10005481,ST,2008-03-01T08:00,2008-03-01T10:25,LYS,1262090241
QJAAFQEF,10005330,CP,2008-03-01T04:20,2008-03-01T06:35,RNS,1499093644
QJAAFQEF,10004982,CP,2008-03-01T07:15,2008-03-01T08:40,LYS,1499093644
AMLGGMYP,10005330,FO,2008-03-01T04:20,2008-03-01T06:35,RNS,1499093644
AMLGGMYP,10004982,FO,2008-03-01T07:15,2008-03-01T08:40,LYS,1499093644
XSSIPTQL,10005330,CS,2008-03-01T04:20,2008-03-01T06:35,RNS,1499093644
XSSIPTQL,10004982,CS,2008-03-01T07:15,2008-03-01T08:40,LYS,1499093644
GEXJYOLW,10005330,ST,2008-03-01T04:20,2008-03-01T06:35,RNS,1499093644
GEXJYOLW,10004982,ST,2008-03-01T07:15,2008-03-01T08:40,LYS,1499093644
TRAFWJDB,10005330,ST,2008-03-01T04:20,2008-03-01T06:35,RNS,1499093644
TRAFWJDB,10004982,ST,2008-03-01T07:15,2008-03-01T08:40,LYS,1499093644
WZRMJTEE,10005386,CP,2008-03-01T04:25,2008-03-01T06:55,BES,1454666067
WZRMJTEE,10007393,CP,2008-03-01T07:40,2008-03-01T08:55,LYS,1454666067
WZRMJTEE,10007508,CP,2008-03-01T09:50,2008-03-01T11:35,LIL,1454666067
WZRMJTEE,10007417,CP,2008-03-01T13:05,2008-03-01T14:00,NCE,1454666067
WZRMJTEE,10005373,CP,2008-03-01T14:30,2008-03-01T16:45,LYS,1454666067
PPBSALQA,10005386,FO,2008-03-01T04:25,2008-03-01T06:55,BES,1454666067
PPBSALQA,10007393,FO,2008-03-01T07:40,2008-03-01T08:55,LYS,1454666067
PPBSALQA,10007508,FO,2008-03-01T09:50,2008-03-01T11:35,LIL,1454666067
PPBSALQA,10007417,FO,2008-03-01T13:05,2008-03-01T14:00,NCE,1454666067
PPBSALQA,10005373,FO,2008-03-01T14:30,2008-03-01T16:45,LYS,1454666067
JPMXYDCV,10005386,CSD,2008-03-01T04:25,2008-03-01T06:55,BES,1454666067
JPMXYDCV,10007393,CSD,2008-03-01T07:40,2008-03-01T08:55,LYS,1454666067
JPMXYDCV,10007508,CSD,2008-03-01T09:50,2008-03-01T11:35,LIL,1454666067
JPMXYDCV,10007417,CSD,2008-03-01T13:05,2008-03-01T14:00,NCE,1454666067
JPMXYDCV,10005373,CSD,2008-03-01T14:30,2008-03-01T16:45,LYS,1454666067
BNIYYLMU,10005386,ST,2008-03-01T04:25,2008-03-01T06:55,BES,1454666067
BNIYYLMU,10007393,ST,2008-03-01T07:40,2008-03-01T08:55,LYS,1454666067
BNIYYLMU,10007508,ST,2008-03-01T09:50,2008-03-01T11:35,LIL,1454666067
BNIYYLMU,10007417,ST,2008-03-01T13:05,2008-03-01T14:00,NCE,1454666067
BNIYYLMU,10005373,ST,2008-03-01T14:30,2008-03-01T16:45,LYS,1454666067
FSLDBJNH,10005386,ST,2008-03-01T04:25,2008-03-01T06:55,BES,1454666067
FSLDBJNH,10007393,ST,2008-03-01T07:40,2008-03-01T08:55,LYS,1454666067
FSLDBJNH,10007508,ST,2008-03-01T09:50,2008-03-01T11:35,LIL,1454666067
FSLDBJNH,10007417,ST,2008-03-01T13:05,2008-03-01T14:00,NCE,1454666067
FSLDBJNH,10005373,ST,2008-03-01T14:30,2008-03-01T16:45,LYS,1454666067
ZNQWPUUY,10005386,ST,2008-03-01T04:25,2008-03-01T06:55,BES,1454666067
ZNQWPUUY,10007393,ST,2008-03-01T07:40,2008-03-01T08:55,LYS,1454666067
ZNQWPUUY,10007508,ST,2008-03-01T09:50,2008-03-01T11:35,LIL,1454666067
ZNQWPUUY,10007417,ST,2008-03-01T13:05,2008-03-01T14:00,NCE,1454666067
ZNQWPUUY,10005373,ST,2008-03-01T14:30,2008-03-01T16:45,LYS,1454666067
CMRMCDOY,10007317,CP,2008-03-01T04:25,2008-03-01T06:45,BES,585887566
CMRMCDOY,10007282,CP,2008-03-01T09:35,2008-03-01T11:10,CDG,585887566
CMRMCDOY,10007283,CP,2008-03-01T12:00,2008-03-01T14:20,NCE,585887566
SKTPHFRV,10007317,FO,2008-03-01T04:25,2008-03-01T06:45,BES,585887566
SKTPHFRV,10007282,FO,2008-03-01T09:35,2008-03-01T11:10,CDG,585887566
SKTPHFRV,10007283,FO,2008-03-01T12:00,2008-03-01T14:20,NCE,585887566
NLVQUKUP,10007317,CSD,2008-03-01T04:25,2008-03-01T06:45,BES,585887566
NLVQUKUP,10007282,CSD,2008-03-01T09:35,2008-03-01T11:10,CDG,585887566
NLVQUKUP,10007283,CSD,2008-03-01T12:00,2008-03-01T14:20,NCE,585887566
BEEDNQHV,10007317,CSD,2008-03-01T04:25,2008-03-01T06:45,BES,585887566
BEEDNQHV,10007282,CSD,2008-03-01T09:35,2008-03-01T11:10,CDG,585887566
BEEDNQHV,10007283,CSD,2008-03-01T12:00,2008-03-01T14:20,NCE,585887566
ODUKSSRC,10007317,ST,2008-03-01T04:25,2008-03-01T06:45,BES,585887566
ODUKSSRC,10007282,ST,2008-03-01T09:35,2008-03-01T11:10,CDG,585887566
ODUKSSRC,10007283,ST,2008-03-01T12:00,2008-03-01T14:20,NCE,585887566
JLZRJYXL,10007317,ST,2008-03-01T04:25,2008-03-01T06:45,BES,585887566
JLZRJYXL,10007282,ST,2008-03-01T09:35,2008-03-01T11:10,CDG,585887566
JLZRJYXL,10007283,ST,2008-03-01T12:00,2008-03-01T14:20,NCE,585887566
WZDMKUCU,10007317,ST,2008-03-01T04:25,2008-03-01T06:45,BES,585887566
WZDMKUCU,10007282,ST,2008-03-01T09:35,2008-03-01T11:10,CDG,585887566
WZDMKUCU,10007283,ST,2008-03-01T12:00,2008-03-01T14:20,NCE,585887566
YDBTPCZC,10007317,ST,2008-03-01T04:25,2008-03-01T06:45,BES,585887566
YDBTPCZC,10007282,ST,2008-03-01T09:35,2008-03-01T11:10,CDG,585887566
YDBTPCZC,10007283,ST,2008-03-01T12:00,2008-03-01T14:20,NCE,585887566
